X,Y,OBJECTID,COLS_KEY,LSN,POI_NAME,POI_TYPE,POI_SOURCE,PRIMARY,ALT_GEOM,PHONE_NUM,GLOBALID,WEBSITE,OB_GYN,PEDIATRICS,PRIMARY_CARE
-82.895827986713229,40.063150465670191,5787338,1268774,4250 MORSE RD UNIT SIGN,Hap Cremean Water Treatment Plant,Industrial - Water Treatment Plant,,Yes,Yes,,{57344D8B-B835-4AA7-9D44-257B48DE24AB},,,,
-83.037279643547933,39.995775123528929,5787339,1311045,1080 STEELWOOD RD,Rogue Fitness Equipment Headquarters,Industrial - Warehouse,,Yes,Yes,,{EB821C2B-FAF0-4A4F-90E7-BA6B13D79289},,,,
-83.057980972171663,39.923514449104509,5787340,1276920,1670 HARRISBURG PIKE APT 2H,Community Housing Network,Office - Non-Profit,CBLD1706419,Yes,Yes,,{7062CE48-E19C-4DB2-95A2-3D044B5C839C},,,,
-83.031032430246356,39.99089096858706,5787341,1050075,921 KING AVE,Abell Audio,Retail - Services,,Yes,Yes,,{F834618D-C387-4487-9C19-36C4A8B30D9F},,,,
-83.083189938032305,40.112818501173848,5787342,948476,2512 BILLINGSLEY RD,Brennan Music Studio ,Retail - Commercial/Retail,,Yes,Yes,,{80DD04A0-A85F-4E34-902F-E7C0E9E36253},,,,
-82.96633939195047,39.957754618640223,5787343,426976,1229 1/2 E MAIN ST Unit B,Brooks Creative Concept Beauty,Retail - Services,,Yes,Yes,,{94C76D5E-CDBC-4ADE-92F9-37FC3E594BE3},,,,
-83.08941888786174,40.113418944837264,5787344,649972,7250 SAWMILL RD,Germain Ford,Retail - Commercial/Retail,,Yes,Yes,,{BEB59D02-44B1-4496-9490-4CE8B8BFB0C2},,,,
-82.955320372292093,39.957700501207029,5787345,703887,1648 E MAIN ST,Hair Factory,Retail - Services,,Yes,Yes,,{378FD154-364B-4B87-9897-388DBD9E9527},,,,
-83.100201126930642,39.97173061466588,5787346,763214,3601 INTERCHANGE RD,Logan Services,Retail - Services,,Yes,Yes,,{D72E3791-7E43-4159-B97A-D081589E087B},,,,
-83.031855710388882,39.984767144317992,5787347,459285,990 W 3RD AVE,Longenbaker Picture Framing,Retail - Commercial/Retail,,Yes,Yes,,{3F1A5E4D-7ECC-40CD-A596-F20D41679411},,,,
-82.915570942336856,40.050352687317769,5787348,1251319,117 EASTON TOWN CENTER B105  Unit B105,Marble the Brain Store,Retail - Commercial/Retail,,Yes,Yes,,{1DA42CCC-8824-4C7E-A910-5423FE5CCF14},,,,
-82.981238466556661,40.013980545177404,5787349,263535,1081 E HUDSON ST,The House of Prayer,Public Places - House of Worship,,Yes,Yes,,{F20CF60F-6297-4431-AC72-8992235ABAA8},,,,
-83.050895334644366,40.049912552624924,5787350,,1140 KENNY RD,Kenny Centre,Retail - Shopping Center-Neighborhood,,Yes,No,,{7C47C830-036E-4FA7-8501-78902BDD73AC},,,,
-82.964922090050166,39.92556601535297,5787351,1327801,1950 LOCKBOURNE RD,Marathon,Retail - Gas Station,,Yes,Yes,,{515A965B-BCE9-439F-958C-707047F61BD0},,,,
-83.040152942471465,39.957697689808143,5787352,519862,1480 W BROAD ST,Wendy's,Retail - Restaurant,,Yes,Yes,,{AC7D6D18-1A13-4B6C-89B8-665E8E403174},,,,
-82.908917800014223,40.030979755990792,5787353,,2808 STELZER RD,Market at Stelzer,Retail - Shopping Center-Community,,Yes,No,,{26D7AB09-EAC3-4C8B-BD8B-9AD64960EE56},,,,
-82.816985753677244,39.981803087822541,5787354,822223,6977 E BROAD ST,Turkey Hill,Retail - Gas Station,,Yes,Yes,,{988B2A66-D652-42C8-8362-6760E1C9A39E},,,,
-82.999220151152798,39.995158177729273,5787355,1236714,1565 N 4TH ST,Star Carryout ,Retail - Commercial/Retail,,Yes,Yes,,{3E6B9311-704E-40D0-8E20-9990E044A942},,,,
-82.993233144190626,40.145470924489658,5787356,,1025 POLARIS PKWY,Polaris Commons,Retail - Shopping Center-Neighborhood,,Yes,No,,{56412D2A-91FA-4108-A9AF-E64EA5827216},,,,
-82.831163791254482,39.939287246248462,5787357,419973,6100 CHANNINGWAY BLVD,Lifestyle Staffing,Retail - Services,,Yes,Yes,,{E50B6240-AE4C-4F8B-A242-CEFFC97808D0},,,,
-83.0447831265394,40.006424109395944,5787358,1256565,1305 W LANE AVE,Moe's Southwest Grill,Retail - Restaurant,,Yes,Yes,,{BA56E5DA-00D4-4D8D-8FE1-2BC92091333F},,,,
-82.834197705896869,39.929710266039891,5787359,,2484 SCARBOROUGH BLVD,Scarborough Square,Retail - Shopping Center-Neighborhood,,Yes,No,,{2D3607F2-7CE6-4491-8E0E-3F4EDEDD6469},,,,
-82.881647377273808,39.922776002312801,5787360,,2543 FRANKSWAY ST,East and Square Centre,Retail - Shopping Center-Community,,Yes,No,,{79EB528E-98F8-46EA-BCB7-67B1B08D25F7},,,,
-82.958436527405041,40.059064919866344,5787361,,2271 MORSE RD,Malin Square,Retail - Shopping Center-Neighborhood,,Yes,No,,{E0B58947-F887-4BF3-AE1B-D916D1DF8236},,,,
-83.069400152860126,40.064879696706186,5787362,407810,1908 BETHEL RD,Dr. Thomas Wieland,Medical - Other,,No,Yes,614-326-3374,{F3189402-68AF-4E8B-806F-D6762ABDF6D8},,,,
-83.091928734286611,39.924019167770368,5787363,,1425 DEMOREST RD,Demorest Road Shopping Center,Retail - Shopping Center-Neighborhood,,Yes,No,,{3605AA49-2C4A-4492-8B0A-CC7BAC619D63},,,,
-83.029143106772622,40.0037773635908,5787364,1298255,2029 FYFFE RD,Animal Science Lot,Transportation - Parking Lot/Garage,,No,Yes,,{13810B99-4026-4FB1-A536-637C959FAD25},https://www.lazparking.com/local/columbus-oh/animal-science-lot,,,
-83.02756442496937,40.019067756203128,5787365,,,Ackerman Lot,Transportation - Parking Lot/Garage,,Yes,No,,{49E24E2D-0FB5-44DC-AD24-75797E694642},https://www.lazparking.com/local/columbus-oh/ackerman-lot,,,
-82.887235524660653,39.942337738276827,5787366,,1555 ELAINE RD,Renaissance Academy,Education - High,,Yes,No,,{133BDDDA-28BA-4E10-88B3-EE00BC11C374},https://oeds.ode.state.oh.us/OrgOverview/index/85186,,,
-82.915830875872103,39.952163440475402,5787367,,923 S JAMES RD,Mason Run High School,Education - High,,Yes,No,,{02EBDF48-821F-4F33-959B-78A6FF7D74CC},https://oeds.ode.state.oh.us/OrgOverview/index/102450,,,
-83.0400764090504,40.010344804179255,5787368,,2490 CARMACK RD,Waterman Farm - Laboratory Headquarters,Education - College/University,OSU,Yes,No,,{7F1FB4B5-EFDA-42D6-9D3B-53648EA0ADDB},,,,
-83.009502308094142,39.995785709967635,5787369,,80 W 11TH AVE,Smith-Steeb Hall,Group Quarters - Dormitory,OSU,Yes,No,,{9BD7CA84-12CF-4252-829E-4EC13D89F49A},,,,
-83.114100788399725,39.944388506945884,5787370,1439767,441 INDUSTRIAL MILE RD,Westside Primary Care WIC Clinic,Medical - Women's Health,,No,Yes,614-355-9700,{A854461A-1BFC-4A51-B63F-C278A9F1793F},http://www.wicprograms.org/li/westside_primary_care_wic_43228,,,
-83.018314482775651,39.996383327160608,5787371,,410 W 12TH AVE,Comprehensive Cancer Center,Medical - Other,OSU,Yes,No,,{D10182E9-06C0-4765-8A88-91F2E0C10637},,,,
-82.832897594097417,39.955321377460848,5787372,602400,6100 E MAIN ST,Columbus Metropolitan Obstetrics & Gynecology,Medical - Physician,,No,Yes,614-759-6200,{68874123-6A3B-4EB1-849B-5CB8F6EC4A5F},www.healthgrades.com,YES,,
-82.833258392873063,39.955344333851912,5787373,602400,6100 E MAIN ST,COPCP Feldman Family Practice,Medical - Physician,,No,Yes,614-626-0722,{6ED61C12-770D-4E66-898C-63C635E9C379},https://www.copcp.com/,,NO,YES
-82.862254793342927,40.045683524536614,5787374,1395783,1045 BEECHER XING N,Step Lively Foot & Ankle,Medical - Physician,,No,Yes,,{F589E326-3942-4099-8AC2-FADC0351A207},,,,
-82.862289895635712,40.04624583145587,5787375,1470496,1075 BEECHER XING N,Kristine Mandros Electrolysis,Medical - Other,,No,Yes,,{5CED2093-9AE9-4DD3-B952-1C801FC1FC2E},,,,
-82.989560768572531,40.144612825190727,5787376,1207324,1120 POLARIS PKWY Unit STE 130,Columbus Vein Center,Medical - Other,,No,Yes,614-515-2440,{3A3ACDF5-30E1-4C48-838A-DECC520181BF},,,,
-83.053237330146004,39.975536803629225,5787377,1273513,1166 DUBLIN RD,Heart Care Inc,Medical - Other,,No,Yes,614-533-5000,{27A625E1-E7A5-4207-B1E0-1A915B7C4125},,,,
-83.063767304158546,39.980011833508442,5787378,509784,1335 DUBLIN RD,ARCpoint Labs,Medical - Research/Laboratory,,No,Yes,614-929-2770,{4237A047-0333-4141-91F6-1E63995FA79B},,,,
-83.063375132841458,39.979350711163384,5787379,509784,1335 DUBLIN RD,Ohio Spine Center,Medical - Physician,,No,Yes,614-486-7171,{D1393016-1796-4C38-886D-B1CAE9A2BD35},,,,
-82.963299144395307,39.970098618460497,5787380,503196,181 TAYLOR AVE,JamesCare OSU East,Medical - Physician,,No,Yes,614-257-2900,{6657968C-8230-4BF0-814C-A469FE1B6DF1},,,,
-83.064432316388462,40.052193157892482,5787381,1359944,1660 K NW PROFESSIONAL PLZ,Berry Leaf Foot & Ankle Center,Medical - Physician,,No,Yes,614-457-4774,{B6CACD44-459A-47ED-A924-FD04C2A552B2},,,,
-82.936836371346573,39.944567798923337,5787382,1254698,2222 WELCOME PL,Bexley Imaging,Medical - Other,,No,Yes,614-533-6560,{E13EBE67-DB6E-471E-A643-13C147EB0C9F},,,,
-83.068735300406814,39.987703618653903,5787383,1235659,2323 W 5TH AVE,Atlas Family Health Chiro Center,Medical - Other,,No,Yes,614-487-1905,{92EBB58A-E450-4E2A-A387-40B6CFCB7C90},,,,
-83.033952268539096,40.030565338779404,5787384,623787,3555 OLENTANGY RIVER RD,OhioHealth Maternal Fetal Medicine Physicians,Medical - Physician,,No,Yes,614-566-4378,{0B95AAE2-2B72-483F-B5FF-CF0AEB879E42},www.ohiohealth.com/ohiohealth-physician-group/ohiohealth-obstetrics-gynecology-physicians,YES,,
-83.03445310819383,40.030367184465327,5787385,623787,3535 OLENTANGY RIVER RD,Riverside OB/GYN Community Care,Medical - Physician,,No,Yes,614-566-5757,{167F5A33-0B3D-42AE-9195-E3A33B626D49},,YES,,
-83.008008786727245,39.984350565963453,5787386,947941,100 W 3RD AVE,Surgery & Gynecology Inc,Medical - Physician,,No,Yes,614-294-1603,{11EEC90F-E9B6-4962-9256-07E78C96C949},https://doctor.webmd.com/practice/surgery-gynecology-inc-693f29c9-4703-e211-a42b-001f29e3eb44-overview,YES,,
-82.975088761593653,40.084873899981382,5787387,582753,5770 KARL RD,Gilead Primary Care North,Medical - Physician,,No,Yes,6143966776,{3EA4CADD-7C09-4A1F-B23A-A7A6AC403CB0},,YES,,YES
-82.826989711802852,39.985019701615215,5787388,1261933,99 N BRICE RD,Portman Ob/Gyn Assoc,Medical - Physician,,No,Yes,614-864-7755,{E0E63E0E-6017-400C-B315-7C1B1D585843},,YES,,
-83.017559694468531,40.074327720044465,5787389,405634,35 E STANTON AVE,Gethsemane Lutheran Church,Public Places - House of Worship,,Yes,Yes,,{AB26DB8D-5A81-4D55-B131-D301F647C5FD},,,,
-82.973105570674591,40.087682253034039,5787390,,1620 E Dublin Granville Rd,Karl Plaza,Retail - Shopping Center-Community,,Yes,No,,{505B2F80-8C1E-4249-853E-D225F427BBDE},,,,
-82.970181492936575,40.08805022242182,5787391,,1760 E. Dublin Granville Rd,Sharon Woods Center,Retail - Shopping Center-Neighborhood,,Yes,No,,{F6DA6AF6-6768-4098-B2ED-5231574F0081},,,,
-82.996526896887772,40.151850370642606,5787392,,8909 S Old State Rd,Polaris Discount Drug Mart Plaza,Retail - Shopping Center-Neighborhood,,Yes,No,,{241507D7-132C-44E1-A50F-6B7FBFDD1DEB},,,,
-82.996271755827024,39.886219659258039,5787393,,156 SOUTHLAND MALL,Southland Mall,Retail - Shopping Center-Community,,Yes,No,,{100FD263-DE1C-44F8-9974-309C254F9DD2},,,,
-83.155436307297634,40.001709470516488,5787394,,2475 HILLIARD ROME RD,Silver Horn Centre I,Retail - Shopping Center-Community,,Yes,No,,{369CB055-2422-49FB-B738-1907FAF7B5CA},,,,
-82.818051239337422,40.09754249724952,5787395,,5325 NEW ALBANY RD E,Shoppes at Sugar Run,Retail - Shopping Center-Neighborhood,,Yes,No,,{893C7519-F826-4185-8C3F-589D9C7EC3F5},,,,
-83.008048510843807,40.001255733712426,5787396,625854,1908 N HIGH ST,Regency Travel Emporium,Retail - Services,,Yes,Yes,,{BF26FC16-8661-42D4-90B8-3D60584271F1},,,,
-83.006387935185828,39.994362992457695,5787397,,1561 N HIGH ST,South Campus Gateway,Retail - Shopping Center-Community,,Yes,No,,{0567041D-2565-4E16-9F48-9C77FF28AA2F},,,,
-82.905516764326492,39.946777062243527,5787398,,3380 E LIVINGSTON AVE,COTA Park & Ride - Livingston & Barnett,Transportation - Bus,,Yes,No,,{AF14A27B-B85C-4DD0-B330-94201BAB81AF},http://www.cota.com/park-and-ride.aspx,,,
-83.090415206603822,40.090529250614892,5787399,,6010 SAWMILL RD,Tuller Square,Retail - Shopping Center-Community,,Yes,No,,{9C72E6F4-43AD-4863-9B9E-AA8FC4BC2C18},,,,
-82.883670647626744,39.896414377548496,5787400,,3841 S HAMILTON RD,Walnut Creek,Retail - Shopping Center-Community,,Yes,No,,{21E7EA79-22FC-4085-A86A-E78AD73530E9},,,,
-82.858149465422628,39.924443488335953,5787401,,4992 LINDORA DR,Walnut Heights,Retail - Shopping Center-Neighborhood,,Yes,No,,{C95EEAAD-F235-4B90-A5ED-9D9EAA6B9904},,,,
-83.089034869474574,40.066295760384364,5787402,,2504 BETHEL RD,Carriage Place,Retail - Shopping Center-Community,,Yes,No,,{F9C8CC1A-875E-4BC2-9583-73D0206597B3},,,,
-83.098242161491953,39.956126650434399,5787403,,3630 SOLDANO BLVD,Consumer Square West,Retail - Shopping Center-Community,,Yes,No,,{1FA1A040-ADD3-40E7-AA42-17384361A26D},,,,
-82.948463249902844,40.099608430662336,5787404,,6152 CLEVELAND AVE,Corporate Exchange Plaza,Retail - Shopping Center-Neighborhood,,Yes,No,,{AB1A039A-C1E6-4999-A858-ED05CF05E2EA},,,,
-82.965898199435244,40.059447297533779,5787405,,1959 MORSE RD,Fountain Square Shopping Center,Retail - Shopping Center-Neighborhood,,Yes,No,,{5C5538A5-EC4B-4983-BF82-8B6E0DC37037},,,,
-83.039627821310816,39.957030449697527,5787406,,1469 W BROAD ST,Franklinton Square,Retail - Shopping Center-Neighborhood,,Yes,No,,{8511ABFB-6E38-4F7C-9938-9854D6BCA2A3},,,,
-83.045008404709208,39.986585606038325,5787407,,1417 GRANDVIEW AVE,Grandview Center,Retail - Shopping Center-Neighborhood,,Yes,No,,{DEF0F5BE-7C0E-4484-BEE4-9075F090EBCF},,,,
-83.091467564423994,39.956508126423408,5787408,,166 N WILSON RD,Great Western Commerce Center,Retail - Shopping Center-Community,,Yes,No,,{4D255FC1-5053-4625-BB8F-2F5A1A1DFC9B},,,,
-82.817047678132141,39.983744040918225,5787409,,6916 E BROAD ST,East Pointe Crossing,Retail - Shopping Center-Neighborhood,,Yes,No,,{2D44E7FF-AA9F-4A4C-BEC7-9507D021582B},,,,
-82.863002874785323,40.072853850045604,5787410,,5715 N HAMILTON RD,Hamilton Point,Retail - Shopping Center-Neighborhood,,Yes,No,,{2C572794-C2B7-4740-A85F-9AE519799C7B},,,,
-83.153516137470405,40.004310216441716,5787411,,2582 HILLIARD ROME RD,Hilliard Rome Square,Retail - Shopping Center-Neighborhood,,Yes,No,,{0D6323F5-B765-42DF-A4FD-76AE70EF27C0},,,,
-82.982226878902367,39.980925550113682,5787412,1327938,810 REYNOLDS AVE,Shamrock Asphalt,Retail - Services,,Yes,Yes,,{0C0E0999-CB5F-47C5-AE39-DDE0335413E9},,,,
-82.995401391657154,39.957142406080209,5787413,1277795,275 S 4TH ST Unit 100-1C,Square One Salon and Spa,Retail - Services,,Yes,Yes,,{4021A6B2-8D96-48FF-9C66-6FFD575DE0D5},,,,
-83.038163577126824,39.996091940805911,5787414,620717,1160 STEELWOOD RD,OSU Steelwood Training Facility,Education - College/University,,Yes,Yes,,{1A5FE39B-26AE-4E60-9AA7-E80406B53278},,,,
-83.008137174721412,40.002153015680101,5787415,773299,1948 N HIGH ST,Red Chili Asian Kitchen,Retail - Restaurant,,Yes,Yes,,{8876432B-D867-497A-A502-A502A9A1EB0E},,,,
-83.074928291387138,40.057494417443813,5787416,610370,2116 W HENDERSON RD,Rita's Italian Ice,Retail - Restaurant,,Yes,Yes,,{875CF783-293B-469C-8FB4-4E18FB9015C2},,,,
-82.951310879693338,40.093305157610587,5787417,972801,5929 CLEVELAND AVE,Integrative Pediatrics of Ohio,Medical - Physician,,No,Yes,6142454750,{B762B6AC-60D4-42EB-A14A-5D5DE4DBB978},,,,
-82.989365781904496,40.144676078674969,5787418,304810,1120 POLARIS PKWY,Polaris Highfield MRI,Medical - Other,,No,Yes,6144309600,{5D32B358-6660-4646-B3F0-F08D1D633101},,,,
-83.032299518224519,40.031037403770682,5787419,640949,3555 OLENTANGY RIVER RD,Pediatrix Medical Group,Medical - Physician,,No,Yes,6145664731,{8CC6FBF1-FF68-4BE1-8835-CB72DD6C6C59},,,YES,
-83.023061519714176,39.978342568419606,5787420,1242307,915 OLENTANGY RIVER RD,OSU Urology,Medical - Physician,,No,Yes,614-293-8155,{BA9EFF19-F082-4FB0-B196-A7A715201B27},https://wexnermedical.osu.edu/urology,,,
-83.12874308417193,39.954409819374568,5787421,608383,100 N MURRAY HILL RD,Westland Pharmacy,Medical - Other,,No,Yes,614-853-9000,{C0722638-A871-4652-B265-1DE183FC1AF0},,,,
-83.007877587469807,39.984293746386264,5787422,947941,100 W 3RD AVE,Ohiohealth Mammography Service,Medical - Other,,No,Yes,6145661111,{444131A8-BCDA-4646-B8E2-23056F8832C4},,,,
-83.0771711837981,39.955111921582578,5787423,885361,2872 W BROAD ST,American Health Network ,Medical - Other,,Yes,Yes,,{7A1BFA8D-F041-447B-A72F-F6C17FE879D7},,,,
-82.995664990245174,39.939111043343125,5787424,98570,1128 1/2 S HIGH ST,Edward Straub DDS,Medical - Dental,,Yes,Yes,,{3D57DC51-BE4A-49F3-8CE2-EB3E2F713AD2},,,,
-83.000655530401517,39.995237165148858,5787425,167097,239 CHITTENDEN AVE,Chittenden Veterinary Clinic,Medical - Veterinary,,Yes,Yes,,{6B5A0D40-6612-46D9-B51C-855FC8C6C10E},,,,
-83.016980477336389,39.977907520758272,5787426,401642,840 MICHIGAN AVE,Columbus Engineering Consultants,Office - Corporate,,Yes,Yes,,{A0EB2028-1F45-4850-90AA-3FC64BE7F174},,,,
-82.972348130425686,40.006990497247017,5787427,772945,1979 CLEVELAND AVE,Healthland Pharmacy,Retail - Commercial/Retail,,Yes,Yes,,{246B02A6-0549-4DC8-9AB2-AA37BB0C0D8E},,,,
-82.88829810727141,39.989766370519959,5787428,1273790,4314 E 5TH AVE,DSW Warehouse Offices,Office - Corporate,,Yes,Yes,,{C254B3CB-3D38-4AD4-B6CC-0BDF58388B62},,,,
-83.092944144307978,39.943100981835201,5787429,649960,3530 SULLIVANT AVE,Geny's Tax Multiservices,Retail - Services,,Yes,Yes,,{EF7C45F2-BD67-4F09-84E1-DD128AEDC5AE},,,,
-82.819163958337001,39.987720069303514,5787430,797425,262 BUSINESS CENTER DR,Industrial Products,Retail - Commercial/Retail,,Yes,Yes,,{46CFBAA7-97DE-4B6A-A873-7ED009BF5553},,,,
-82.81897083946977,39.987662527537644,5787431,1088302,270 BUSINESS CENTER DR,Profarma Distributors ,Retail - Commercial/Retail,,Yes,Yes,,{C926BE8D-1745-4A44-B106-BDF2C1671C6C},,,,
-83.039190384300952,40.070495483522521,5787432,208182,5400 OLENTANGY RIVER RD,Columbus Police Substation 3 & 17,Emergency Response - Police,,Yes,Yes,,{6D37CC24-017C-421B-A9CD-AAF69B5E6DFA},https://www.columbus.gov/police-substations/,,,
-83.138422236853188,39.991647943799521,5787433,628994,2001 WALCUTT RD,Tri Model Services Inc,Transportation - Other,,Yes,Yes,,{6CF5A47F-602F-476A-A9A7-8F01E67DF407},,,,
-83.114108212948679,40.007054478107264,5787434,786651,3820 ZANE TRACE DR,ASD,Industrial - Warehouse,,Yes,Yes,,{A29F7ED9-62F6-490F-B369-46986E5CB447},,,,
-82.934518273335186,39.991179708197464,5787435,1235051,1001 PARKVIEW BLVD UNIT 330,ESCO Technologies,Retail - Commercial/Retail,,Yes,Yes,,{CFAD0FAD-9589-46B4-A391-432D6639DA8F},,,,
-82.992779619780322,40.137265541077241,5787436,1173465,8489 SANCUS BLVD,Palm Beach Tan,Retail - Services,,Yes,Yes,,{4945CB0A-7D84-49A7-AD8C-811DD287F65B},,,,
-82.97298736018999,39.972459929021355,5787437,771255,338 N 20TH ST,PC Tech Solutions,Retail - Services,,Yes,Yes,,{73243AFE-CD57-4DB9-B91C-B4280E970CDE},,,,
-83.091784490997213,39.993594318729237,5787438,402173,3594 TRABUE RD,Mr Nice Guys Convenience Store,Retail - Services,,Yes,Yes,,{39A5894F-329E-403A-B1B6-0C1F3311548E},,,,
-82.992785991835717,40.13715571419943,5787439,1178296,8485 SANCUS BLVD,Salon Centric,Retail - Commercial/Retail,,Yes,Yes,,{9D1CD8E5-DFB9-47CB-9FB6-9514C189330F},,,,
-82.832852978650024,39.922646564769444,5787440,425630,5865 CHANTRY DR,Hobby Lobby,Retail - Commercial/Retail,,Yes,Yes,,{63DCF8D2-D25A-412C-A258-8C6EB0E22956},,,,
-83.004031881086647,39.977074888360406,5787441,834676,11 BUTTLES AVE,Richard J Bruggeman & Co,Office - Corporate,,Yes,Yes,,{8A57C8E2-231C-4A79-B3F6-49D57A05D153},,,,
-83.007776815649279,40.001199260894474,5787442,999052,1904 N HIGH ST,Kaleidoscope Youth Center,Public Places - Community/Recreation Center,,Yes,Yes,,{9A238E92-39A6-47AA-859C-DF581797E965},,,,
-83.096683391952368,39.96852130598193,5787443,836173,729 N WILSON RD,Centro Familiar Cristo Rey,Public Places - House of Worship,,Yes,Yes,,{A88EDDE1-0533-4AAC-A61E-F3B04ADB91DF},,,,
-82.997364948557859,40.088943427790994,5787444,,6030 HUNTLEY RD,Huntley Square,Retail - Shopping Center-Neighborhood,,Yes,No,,{CD2894FC-9FB0-4BB9-B094-121FFF587670},,,,
-82.82718463724504,39.92633093326603,5787445,,2679 TUSSING RD,Independence Village,Retail - Shopping Center-Neighborhood,,Yes,No,,{5A0FAB18-09C4-44F6-8F98-168B692C2239},,,,
-83.093523605356097,40.089309914701289,5787446,,6063 SAWMILL RD,Kohl's Plaza,Retail - Shopping Center-Community,,Yes,No,,{8C534AA1-7EB3-4A28-9897-0B873C62568A},,,,
-83.083141658420061,40.112880040338567,5787447,987275,2514 BILLINGSLEY RD,Wired Communications Services,Retail - Commercial/Retail,,Yes,Yes,,{BE3BC751-9BA9-4203-85CC-B00D53B7F141},,,,
-83.107565744489023,39.986995658949191,5787448,949217,4101 TRABUE RD,Twin Sunlight,Retail - Restaurant,,Yes,Yes,,{A4AE1E7C-9709-4D3E-BBBC-16D12CB7C695},,,,
-82.885203869900963,39.989565322734229,5787449,1273699,4330 E 5TH AVE,Republic Airlines,Retail - Services,,Yes,Yes,,{50C288BA-DF7F-464B-ACC2-EE2DD9E4FF38},,,,
-83.115238940635265,40.030062121554394,5787450,,3624 FISHINGER BLVD,Market at Mill Run,Retail - Shopping Center-Community,,Yes,No,,{061ACFEB-455A-4024-A7F5-DF53A75836DF},,,,
-83.128585239846103,40.076042366320763,5787451,462834,5025 TUTTLE CROSSING BLVD,United Dairy Farmers,Retail - Gas Station,,Yes,Yes,,{DD80DF7C-78E2-4D01-94E2-80F2459F7BDF},,,,
-83.09355985984304,39.943353389887967,5787452,770978,3542 SULLIVANT AVE,Sadik Market,Retail - Specialty Food,,Yes,Yes,,{2377E49C-C88C-4563-833D-909FDDC1D51C},,,,
-82.955990004045915,39.975513649328931,5787453,1198086,372 CENTAB DR,Bexley Bus Lot,Education - Other,,Yes,Yes,,{5C1FACDB-095A-4BF3-AA49-4AA2D9524C5D},,,,
-82.958146063951531,40.010824602454669,5787454,565323,2077 PARKWOOD AVE,Columbus Police Substation 2,Emergency Response - Police,,Yes,Yes,,{12BD30C1-B0AE-4E47-AE8A-F4B451413C1C},https://www.columbus.gov/police-substations/,,,
-83.102890956307647,39.954784591905288,5787455,,3784 W BROAD ST,National Road Plaza,Retail - Shopping Center-Community,,Yes,No,,{EAE078AA-0DF2-4616-8929-E39F02FA7603},,,,
-83.152988615170329,39.995029529025508,5787456,,2127 HILLIARD ROME RD,Nike Drive Plaza,Retail - Shopping Center-Neighborhood,,Yes,No,,{69AF16E5-A497-40FB-A107-A76E9DA34366},,,,
