X,Y,OBJECTID,COLS_KEY,LSN,POI_NAME,POI_TYPE,POI_SOURCE,PRIMARY,ALT_GEOM,PHONE_NUM,GLOBALID,WEBSITE,OB_GYN,PEDIATRICS,PRIMARY_CARE
-82.922851366261071,39.956597497636146,5821787,565514,2831 E MAIN ST,Art Russo Realtors,Office - Corporate,,Yes,No,,{5D2FDA74-30D2-4A2C-BEC1-2818F9558ACD},,,,
-82.867725380782247,39.987158442795106,5821788,785562,490 N HAMILTON RD,Car Go & U-Stor ,Retail - Services,,Yes,No,,{887EB4BC-2706-4A4C-A1F4-3E99F34AD5FE},,,,
-82.999457592418622,40.052988840299143,5821789,583230,4332 INDIANOLA AVE,Automatic Environment Services,Retail - Services,,Yes,No,,{96A4EF42-E8FB-4CB1-A848-54E5384944EC},,,,
-83.011052993996728,40.015787750841149,5821790,26663,20 E DUNCAN ST,O'Connor's Club 20 Bar,Retail - Restaurant,,Yes,No,,{5A82C2C4-75F7-4CA6-93C5-0FD1DBBE7C1D},,,,
-82.950110530263274,39.919355903744282,5821791,702408,1950 REFUGEE RD,Reliable Truck Parts,Retail - Commercial/Retail,,Yes,No,,{28E40349-B1E9-4B88-9918-3FD7F2F56CFD},,,,
-82.993377409746358,39.987622699240291,5821792,526967,1170 PENNY ST,Stauffer's Painting Systems,Retail - Commercial/Retail,,Yes,No,,{A914EA12-1428-4839-BF63-4A5879BD36D4},,,,
-82.987469268891019,40.032623804650882,5821793,563973,994 OAKLAND PARK AVE,Oakland Park-Peace United Methodist Church,Public Places - House of Worship,,Yes,No,,{E2C09BF8-6098-467A-83B4-9D3ED7B49F5C},,,,
-82.992121228363658,40.090764443146917,5821794,764689,6060 BUSCH BLVD,Budget / Avis Car & Truck Rental,Retail - Services,,Yes,No,,{BC3A9E78-7D92-4580-8BDC-013CF1C94BB5},,,,
-82.927234996564195,39.994819057640171,5821795,1235513,2924 14TH AVE,Force Fed Industries,Industrial - Manufacturing,,Yes,No,,{F44355F8-F01B-46D6-9E48-ACA20F5188B3},,,,
-82.839180824202856,39.953179679783091,5821796,1211784,1299 MCNAUGHTEN RD,Budget Mattress Outlet,Retail - Commercial/Retail,,Yes,No,,{C588CEBA-BC40-48E4-BFCC-E6F4213F544F},,,,
-83.028851029558467,39.957597865175849,5821797,646968,60 S CYPRESS AVE,Stewart Memorial Christian Methodist Church,Public Places - House of Worship,,Yes,No,,{F5046EA7-3292-43CD-9442-16DE433C3B48},,,,
-83.12512398732332,40.000734682421879,5821798,1309288,2349 WESTBELT DR,CSX Intermodal Terminals,Transportation - Rail,,Yes,No,,{E080463B-3FAE-48AF-9E7A-F56A3BC08856},,,,
-83.02072234078436,40.126730574515328,5821799,609119,8001 RAVINES EDGE CT,Center for Balanced Living,Medical - Other,,Yes,No,,{A12DEC1B-3CEC-42CB-AF16-E697B40ED005},,,,
-83.026765947678754,39.984708075319048,5821800,1317549,820 W 3RD AVE,GetGo,Retail - Gas Station,,Yes,No,,{F13E084D-C2FA-4E61-969C-7D4A73593B35},,,,
-83.087449144367326,40.112718479399248,5821801,1050800,2682 BILLINGSLEY RD,Catering By Dave,Retail - Services,,Yes,No,,{33FD9EF8-18C2-4424-8771-05343AE0F82D},,,,
-83.00045638582543,39.950760581157766,5821802,461528,543 S FRONT ST,Germania,Public Places - Other,,Yes,No,,{5B19C168-1C2E-47E1-9605-B55863F8C32F},,,,
-82.990145462953834,39.987312308639325,5821803,524849,1132 CORRUGATED WAY,Auto Restoration Techniques ,Retail - Services,,Yes,No,,{781F9B4D-62B0-4129-A9FC-62610B575517},,,,
-82.870332535177042,39.933659489106169,5821804,935816,4689 HILTON CORPORATE DR,Nexus Academy of Columbus,Education - Other,,No,No,,{3CC9E75F-CA94-4F18-9E83-B8A4C9BDBC06},https://oeds.ode.state.oh.us/OrgOverview/index/109478,,,
-82.999757376351212,40.014759009364354,5821805,1074220,2510 SUMMIT ST,Gracehaven,Office - Non-Profit,,Yes,No,,{7D5A888F-0E64-4A3B-A1DC-1158E4753DB8},,,,
-83.123033958092691,39.919391290882935,5821806,1237005,1617 HOLT RD,White Castle,Retail - Restaurant,,Yes,No,,{286620DC-4093-4E7A-BA22-1593C26E2CC8},,,,
-82.995502534539924,40.061781885312186,5821807,1273509,908 MORSE RD,K & G Fashion Superstore,Retail - Commercial/Retail,,Yes,No,,{AD7CFCE4-A132-4B96-926C-4D15AB0D8FCE},,,,
-82.878796514880023,39.923191287824451,5821808,467611,2696 S HAMILTON RD,Teach & Learn Childcare,Education - Daycare,"ODJFS 400494
",Yes,No,,{D09F8CD8-2603-4F81-8BAA-DE6B654E622F},,,,
-82.96451055727681,40.022473985271027,5821809,401914,2700 CLEVELAND AVE,PNC Bank,Office - Bank,,Yes,No,,{7D7D36AF-1527-45F3-89F1-DBE05B6C0C05},,,,
-82.987464894688102,40.140157223474397,5821810,301459,1255 POLARIS PKWY,TJ Maxx,Retail - Department Store,,Yes,No,,{013DAF5C-D3BC-4E06-B581-F4B19C81C431},,,,
-82.87826970890481,39.920154767612573,5821811,1255111,4431 CROSSROADS CENTER,Big Mama's Playhouse Too,Education - Daycare,ODJFS 400421,Yes,No,,{037C3650-1A7D-4A9D-80E5-035E13D2F7A5},,,,
-83.151641517255896,39.982283782196667,5821812,1304770,1505 HILLIARD & ROME RD,Vitamin Shoppe,Retail - Commercial/Retail,,Yes,No,,{3BCB25A7-8E8B-4FC5-84E7-7169B8580911},,,,
-83.045961752374836,39.991469239534915,5821813,405239,1459 KING AVE,GO Fitness Center,Retail - Fitness Center,,Yes,No,,{DC2871F0-0CD6-4053-911F-A64CC96FA7E7},,,,
-83.071129058034643,40.065525907419044,5821814,767788,2030 CROWN PLAZA DR,Columbus Bridge Center,Retail - Services,,Yes,No,,{61CABEDF-CE2F-40DB-A129-51C6A67DB1E5},,,,
-83.035716554874952,39.963277727309318,5821815,1074759,1355 MCKINLEY AVE  Unit A,Hazelbaker Industries ,Industrial - Other,,Yes,No,,{D95FA2E1-A001-4CCA-A241-2E65E90C6417},,,,
-83.09282008393555,39.958952962311841,5821816,407696,200 N WILSON RD,Taco Bell,Retail - Restaurant,,Yes,No,,{7626869B-6BA4-4469-A5A8-C842F5F2A924},,,,
-83.020221372760091,39.960078811963307,5821817,428037,726 W BROAD ST,Mobil,Retail - Gas Station,,Yes,No,,{4BD8F477-FCF5-4C83-898E-A9ADFD18ECB4},,,,
-82.920623496730286,40.049113759888591,5821818,583516,3931 MORSE CROSSING,Huntington Bank,Office - Bank,,Yes,No,,{259F0DB7-1E60-4695-A14F-E63877961C4E},,,,
-83.023713304164687,40.066342453528776,5821819,1188224,164 GRACELAND BLVD,GNC ,Retail - Commercial/Retail,,Yes,No,,{AA10C098-ECFE-41F1-929B-6802E6EE9332},,,,
-83.031989060699871,39.988344188997026,5821820,1255889,954 W 5TH AVE,Salon Lofts ,Retail - Services,,Yes,No,,{ABC85F93-5C11-4711-A23B-0FC0FD1D2883},,,,
-82.973040476065876,39.922878655767207,5821821,425371,809 MARION RD,Us Vac,Retail - Services,,Yes,No,,{B5537194-4071-4379-9B68-BD787C2E0B07},,,,
-83.146993617991257,39.984944919672714,5821822,1287148,5336 WESTPOINTE PLAZA DR  CC,PetSmart,Retail - Commercial/Retail,,Yes,No,,{3A97FBD8-F9EA-4778-8CDD-9AF00A7C6894},,,,
-82.991737861454041,39.970779699751724,5821823,564648,356 N GRANT AVE,CSCC - 356 N Grant Ave,Education - College/University,,Yes,No,,{89524E53-138E-493C-A05E-303CF30E07BA},http://www.cscc.edu/about/columbus/pdf/map.pdf,,,
-82.998508749149579,40.075552015459621,5821824,685651,5416 BYERS CIR E,Chapin's Auto Services,Retail - Services,,Yes,No,,{B8114CC1-0395-4AAD-AD93-300BCA441795},,,,
-83.098102975426627,39.999666742099116,5821825,1266533,3450 1/2 MILLIKIN CT,M Warner Construction,Office - Corporate,,Yes,No,,{03A07FED-92AB-4669-A175-572B2DEC06B6},,,,
-82.912607496748365,39.956779462668813,5821826,525966,3210 E MAIN ST,E-Z Cash Pawn Shop,Retail - Commercial/Retail,,Yes,No,,{C3F6EC35-AAD8-4BA7-ACA6-6A6348D709EF},,,,
-82.991219390203256,40.134947014566777,5821827,1182161,8278 SANCUS BLVD,Bellagio Nails,Retail - Services,,Yes,No,,{687BB86A-1C9B-4693-966E-E7AD26F758C2},,,,
-82.992818812708862,39.971292178366525,5821828,439460,384 N 6TH ST,Veterinary Technology Building,Education - College/University,,Yes,No,,{43C10566-D06F-4741-B243-C7D19FD32B84},"https://www.google.com/maps/place/384+N.+Sixth+(VT),+384+N+6th+St,+Columbus,+OH+43215/@39.9714741,-82.9948456,17z/data=!3m1!4b1!4m5!3m4!1s0x883888d4d034d2e7:0xa0d5ee04378f43a0!8m2!3d39.9714741!4d-82.9926569",,,
-82.981336528506446,40.010828052755947,5821829,143283,2220 MCGUFFEY RD,New Haven Church,Public Places - House of Worship,,Yes,No,,{C2D244F5-99BE-47C7-8A10-3340D4182888},,,,
-82.860644015256185,40.055701187986884,5821830,1239447,4942 MORSE RD,Kenneth's Hair Salons & Day Spa,Retail - Services,,Yes,No,,{384BCF89-7B4C-4A02-8080-382865458F4C},,,,
-82.985537374196056,40.067859698825082,5821831,271843,5006 ALMONT DR,Northland Swim Club,Public Places - Other,,Yes,No,,{FA262907-755F-4144-8C10-CDF17B699ED6},,,,
-82.977204254166551,40.041481204549648,5821832,448635,3662 KARL RD,Salvation Army,Office - Non-Profit,,Yes,No,614-262-9611,{6BFE5A94-9B6B-4B29-A701-63FFEAF5C935},,,,
-83.018483009450165,40.063521270621649,5821833,1011927,4958 N HIGH ST,Dr. Computer,Retail - Services,,Yes,No,,{DD459A93-B1E0-47DC-81AB-539B20716004},,,,
-82.944931980725627,39.942627903572415,5821834,399161,1303 ALUM CREEK DR,Ohio Laundry Equipment,Retail - Commercial/Retail,,Yes,No,,{88F69135-A697-44F0-AAAE-4A9DD80AE484},,,,
-82.977404300317772,40.065101267265391,5821835,906,4803 KARL RD,Creative Housing,Office - Non-Profit,,Yes,No,,{217D8496-88C5-406C-8480-744DCEE78842},,,,
-83.040182699684365,40.063863204829644,5821836,948543,790 BETHEL RD,uBreakiFix,Retail - Commercial/Retail,,Yes,No,,{10DBBEAC-00E7-4B39-81FF-A7C29960D1D1},,,,
-83.062201979248258,40.086859856703114,5821837,629449,6344 NICHOLAS DR,Englefield & Associates,Office - Corporate,,Yes,No,,{37B54572-BBD5-4DD2-B8A2-F30D75A30D0B},,,,
-83.001325363162536,39.961946297769039,5821838,1025203,21 W BROAD ST,Subway,Retail - Restaurant,,Yes,No,6144617829,{1586E381-A882-4A62-8FB0-638680C45902},,,,
-83.101347878358808,40.067786825458484,5821839,643317,3111 HAYDEN RD,Premier at Sawmill Athletic Club,Retail - Fitness Center,,Yes,No,,{EBD500D1-9001-413B-A8F8-2BA97A33B130},,,,
-83.028813881060756,40.024434660189435,5821840,765822,580 RIVERVIEW DR,Omar Ibn El-Khattab Mosque,Public Places - House of Worship,,Yes,No,,{67F122F0-B43D-4D2C-9681-518C90AB20F5},,,,
-82.997136528861375,39.950889993556402,5821841,284021,555 CITY PARK AVE,Price Law Firm,Office - Corporate,,Yes,No,,{C429BBBE-68D1-42C0-83C2-AA96DE8C8932},,,,
-83.000654559207064,39.968861547448945,5821842,501983,33 E NATIONWIDE BLVD,Crowne Plaza Columbus Downtown,Retail - Hotel/Motel,,Yes,No,,{751376D5-7751-479C-9CA5-EA2A1BA52962},,,,
-82.913935580728278,39.972532097643104,5821843,469627,25 N JAMES RD,FastNClean Car Detailing,Retail - Services,CHAN1711032,Yes,No,,{042B6D16-7FBE-4391-BD7B-F88DCDC7119E},,,,
-82.984838008017675,40.117405921457525,5821844,1063073,1245 WORTHINGTON WOODS BLVD,Blah Talk Radio,Office - Corporate,,Yes,No,,{21A111F6-F0D2-4631-939A-058BF9033D1C},,,,
-82.8255479235292,39.99128266135444,5821845,650156,426 MCCORMICK BLVD,D+S Distribution ,Industrial - Warehouse,,Yes,No,,{8081283A-834C-4229-8B0A-10133DCCA367},,,,
-82.876507435131387,39.929606706434633,5821846,847968,2220 S HAMILTON RD,Eastland Performance Academy,Education - Other,,Yes,No,,{430D837C-7F18-44FD-9A6E-C2CE07176701},,,,
-83.153937911857255,39.992575792541366,5821847,1183590,5555 HILLIARD ROME OFFICE PARK,Professional Vision Center,Medical - Other,,Yes,No,,{F1431AD0-B6A7-4B85-BDB8-FE61B8FCE321},,,,
-82.956309945183492,40.012844074935863,5821848,569249,2194 PARKWOOD AVE,Pizza & Subs,Retail - Restaurant,,Yes,No,,{5343ABB0-9C0D-4483-9D02-070591024BEA},,,,
-82.883848091231656,39.926295605610605,5821849,950286,4327 DONLYN CT,Caring Hearts Home Health Services,Medical - Other,,Yes,No,,{104D57FF-22AE-4681-9EBC-AD42D6B537FC},,,,
-83.035362081396883,39.91603957087991,5821850,466974,1075 FRANK RD,Top Quality Auto Sales & Services,Retail - Commercial/Retail,,Yes,No,,{B2154688-DF56-4E83-88E3-4B0353A707B1},,,,
-83.025311685136614,40.020748415996245,5821851,835156,2941 OLENTANGY RIVER RD,PNC Bank,Office - Bank,,Yes,No,,{9E543E83-BEE8-4A0A-A9DD-062D587B20EB},,,,
-82.945435924347549,39.939565780000024,5821852,467126,1529 ALUM INDUSTRIAL DR S,Complete Auto Body & Glass,Retail - Services,,Yes,No,,{D63495EF-7DA5-488B-B762-32334D6CEE41},,,,
-83.029346507380495,39.954271189428333,5821853,687251,212 S GLENWOOD AVE,J & J Auto Upholstery,Retail - Services,,Yes,No,,{E520486C-9EA5-4A7C-96F6-B5CC0269F92F},,,,
-83.066674917502894,40.118910603923744,5821854,619898,7860 SMOKY ROW RD,Cardinal Self Storage,Retail - Services,,Yes,No,,{2578D71D-F94F-4CD3-AE60-D0E174C2D7B9},,,,
-82.929830522309047,39.995517832372137,5821855,669340,2613 JOHNSTOWN RD,Bob's Auto Repair,Retail - Services,,Yes,No,,{B999A529-3CEA-4DF4-90A6-370685D80241},,,,
-82.953288363911426,40.099637920852196,5821856,961695,1355 COMMUNITY PARK DR,Manhattan Mortgage Group,Office - Corporate,,Yes,No,,{4CA19CD7-9E9F-4437-A3F3-9C06E435A2A7},,,,
-83.042252051470427,39.984876053545328,5821857,587299,1371 W 3RD AVE,Thomas S Baker Jr ,Office - Corporate,,Yes,No,,{A0C84236-AE06-4A05-8B16-29CA78FDBA40},,,,
-82.843190538842961,39.948929461616224,5821858,545418,1425 YORKLAND RD,McNaughten Pointe Nursing and Rehabilitation Center,Group Quarters - Nursing Home,,Yes,No,,{F25CC06D-B9FB-42BE-AFA5-797A8DF843C3},,,,
-83.000701176190873,39.954168663898415,5821859,998615,370 S FRONT ST,Franklin County Correctional Center,Government - Prison/Correctional,,Yes,No,,{A8E649E5-A7B1-4D3F-827C-187E548C69FA},,,,
-83.000224170295411,39.963821053335998,5821860,464933,22 E GAY ST,Access Health Columbus,Office - Non-Profit,,Yes,No,614-884-2440,{53C94A1E-6859-4F0C-8921-285019C15256},,,,
-82.981184266199122,39.980099394669949,5821861,663795,867 REYNOLDS AVE,Arena Motor Sales ,Retail - Commercial/Retail,,Yes,No,,{831C19E7-F934-4767-9EFA-32AE99546B59},,,,
-82.921474428587743,40.078925211821002,5821862,700663,3699 CORPORATE DR,The Underground Movement,Retail - Commercial/Retail,,Yes,No,,{7A8C2300-7C3F-4E6F-B952-21C8CE129424},,,,
-82.992507175242579,39.924283686857713,5821863,702572,106 E BARTHMAN AVE,Sonshine Mission Church,Public Places - House of Worship,,Yes,No,,{8E8DE7A5-69E1-40B8-8A5E-7B6C71113A27},,,,
-83.119638241418528,39.987714754822441,5821864,1279305,4339 EQUITY DR,Teleperformance,Office - Corporate,Restaurant DB,Yes,No,,{4EB609F5-92FD-499F-A09B-486ED8F0C282},,,,
-82.94932800985039,39.948902499758354,5821865,1050633,1808 E LIVINGSTON AVE,Eddy's Chicken And Waffles,Retail - Restaurant,,Yes,No,6147254507,{3398A1FC-C98B-4183-9401-66ABD756A52C},,,,
-83.026741314191639,39.959171518904689,5821866,1307272,980 W BROAD ST,Milo's Catering,Retail - Restaurant,,Yes,No,,{9CFBC94E-15BF-4C67-80A6-8AC3154928DD},,,,
-82.990125692315772,39.959728828289968,5821867,583931,363 E TOWN ST,Ohio Healthcare Federal Credit Union,Office - Bank,,Yes,No,,{B005CEF2-2BF3-4A6E-846D-C4488AFBFAE4},,,,
-82.860967936754378,39.954533931502134,5821868,765299,5115 E MAIN ST Unit 19,God's Little Love Bugs,Education - Daycare,"ODJFS 2170014906
",Yes,No,,{4F099125-2DCF-4CEE-8178-E06E2C7290DA},,,,
-83.092093613647776,40.062446850006701,5821869,1241715,4622 SAWMILL RD,Distribution Resources,Office - Corporate,,Yes,No,,{689201A5-71BF-47D6-ADF9-8722E7994192},,,,
-83.05175061653047,40.050444610936601,5821870,1186967,1168 KENNY SQUARE MALL,Belles Bread,Retail - Restaurant,,Yes,No,,{65C8BE96-4470-46DA-B7EE-0DC436547680},,,,
-82.998394516459854,39.974605853955289,5821871,1234180,569 N 4TH ST,Capital City Awning,Retail - Services,,Yes,No,,{70CA439F-494C-4D14-9F34-3222532B1101},,,,
-83.101908927424091,39.973692376293734,5821872,643049,3640 INTERCHANGE RD,Grainger Industrial Supply,Industrial - Warehouse,,Yes,No,,{13E3298B-23F3-424D-BF55-A7A1020D479E},,,,
-82.927908367790053,40.02242992225149,5821873,1234894,2500 N CASSADY AVE,Cassady Alternative Elementary School,Education - Elementary,ODJFS 1000020130,Yes,No,,{C239EFA2-3827-4694-A74B-DD5642116A5E},,,,
-83.150056458750115,39.982788487025161,5821874,886034,1540 HILLIARD & ROME RD,Arby's,Retail - Restaurant,,Yes,No,614-850-0948,{577C33D8-3F25-4768-BA96-0A6EB4026CC7},,,,
-82.961608581006288,40.037103987098241,5821875,542508,1959 INNIS RD,Captain D's,Retail - Restaurant,,Yes,No,6142671707,{C01F41F8-DAFB-4D18-AD64-9EA0FF15B88B},,,,
-83.088447312283364,40.065198900751824,5821876,642110,2626 BETHEL RD,Wendy's,Retail - Restaurant,,Yes,No,,{BED9A212-87A3-4757-BC65-B58D431B3414},,,,
-82.896276761070155,39.94549538516651,5821877,461741,3765 E LIVINGSTON AVE,Defabco,Retail - Commercial/Retail,,Yes,No,,{48537328-6486-4DE7-994C-44F45B563371},,,,
-83.133301806352563,39.991979945175743,5821878,1310457,4882 TRABUE RD,Buckeye Pipe Line,Industrial - Manufacturing,,Yes,No,,{9168E58B-E098-4B04-AB4C-86048CC1924E},,,,
-82.914160195467446,40.052578584945685,5821879,1322054,4081 FENLON ST,Fuzziwigs Candy,Retail - Commercial/Retail,,Yes,No,,{3B628745-52ED-49BC-8CBC-416F2A766393},,,,
-83.064647424079482,39.955270585202314,5821880,467281,2407 W BROAD ST,Metro PCS ,Retail - Commercial/Retail,,Yes,No,,{5648089A-04EE-43C6-8EAD-61C05AEFAFEC},,,,
-83.096203019908614,39.95658592004736,5821881,886893,3592 SOLDANO BLVD,Waterbeds 'n' Stuff,Retail - Commercial/Retail,,Yes,No,,{EF54330B-C89A-4BE9-9E96-D7F820081F77},,,,
-83.001648228232696,40.025937373327459,5821882,527909,3047 INDIANOLA AVE,Pennington Custom Art Services,Retail - Services,,Yes,No,,{0E58498C-DFEE-48AF-B55D-98D12E1986B9},,,,
-82.878219113917496,39.93305886136627,5821883,561605,2040 S HAMILTON RD,Midwest Fender Warehouse,Industrial - Warehouse,FNCO1801820,Yes,No,614-751-3100,{54E74C69-60F4-47CF-BBDF-399AC88D5D75},,,,
-82.998774756407187,39.994710778726919,5821884,1236485,1550 N 4TH ST,Evans Auto Repair,Retail - Services,,Yes,No,,{0F0542B1-0741-4242-8170-03513614BCD5},,,,
-82.966257043131279,40.086335234123503,5821885,1241255,1933 E DUBLIN-GRANVILLE RD,The UPS Store,Retail - Commercial/Retail,,Yes,No,,{F77DD20B-BBE3-4417-B874-D921D29CA33D},,,,
-83.000094187237494,40.057553977571807,5821886,798106,4554 INDIANOLA AVE,Aikido School of Central Ohio,Retail - Services,,Yes,No,,{3FFF7F67-3657-43B2-9F55-E28DDFBBD150},,,,
-83.056527224804341,40.063331253828956,5821887,640333,1401 BETHEL RD,Marathon ,Retail - Gas Station,,Yes,No,,{C5E9FAD4-E50B-4FCA-B49E-7610A2071DCA},,,,
-82.883839791936992,39.9131680163214,5821888,664148,3131 S HAMILTON RD,Columbus Appliance & Parts,Retail - Commercial/Retail,,Yes,No,,{CC2EB198-95FF-4C8B-9763-D874C4BA243B},,,,
-83.025266175525132,39.955480307272026,5821889,424634,183 HAWKES AVE,Gladden Community House,Office - Non-Profit,,Yes,No,,{EB7F79E7-4427-45E6-885E-1EB69AE2404D},,,,
-83.051756227615385,40.049622751587094,5821890,1177545,1214 KENNY SQUARE MALL,Kumon Math & Reading Center,Education - Other,,Yes,No,,{8049E310-BB4B-412D-9333-B210851B886E},,,,
-82.989192234186575,40.135135370107719,5821891,1181897,8333 MARKET EXCHANGE DR,Fenders Bar & Grill,Retail - Restaurant,,Yes,No,6144364984,{8B538EAB-7F4F-4467-AF06-BE40505CEF89},,,,
-83.064080582965389,40.088223670775449,5821892,1254851,6444 FIESTA DR,Employers Talent Source,Office - Corporate,,Yes,No,,{3D36C10A-1A98-4915-B6A1-6181DA4684F1},,,,
-83.180218235828022,40.061257767076484,5821893,1247897,6700 HAYDEN RUN RD,Giant Eagle,Retail - Grocery,,Yes,No,6145295327,{61D31634-0BA8-4B73-AA6A-332FCD772407},,,,
-83.075345902683509,39.958790131243951,5821894,480683,185 N HAGUE AVE,Ted's Auto Services,Retail - Services,,Yes,No,,{75596038-4175-42AA-AA84-817FAADA7B9B},,,,
-82.937979886362186,39.918125593120728,5821895,520241,2365 PERFORMANCE WAY,PCC Refridgerator Express,Retail - Commercial/Retail,,Yes,No,,{1D981717-D082-4D64-AE14-19F1292AB782},,,,
-82.929832239396063,39.887376149215591,5821896,1180128,3976 ALUM CREEK DR,Rice Kitchen,Retail - Restaurant,,Yes,No,,{7A583986-9E94-45DC-9B9B-981705C1D92B},,,,
-82.98011476496805,39.94026614031646,5821897,703914,1160 ANN ST,South High School,Education - Other,Columbus City Schools Building Directory 2016-2017.pdf,Yes,No,,{006FD225-BDB5-46B9-B9A3-DA7D8DDD9E1B},,,,
-83.004589948097802,39.970036790764567,5821898,669850,401 N FRONT ST Unit 120,Gordon Biersch,Retail - Restaurant,,Yes,No,6142462900,{7940FFB2-D2A8-4E35-8EAA-3F6AC724A225},,,,
-82.864993427720322,39.878819431370573,5821899,482117,5221 EBRIGHT RD,Rainmaker,Retail - Commercial/Retail,,Yes,No,,{553340F3-F74E-4D96-AB55-20326FD29E0A},,,,
-82.965474271483956,39.926030246910855,5821900,258649,1925 LOCKBOURNE RD,Express Beverage,Retail - Commercial/Retail,,Yes,No,,{555EC45F-7E6E-45A6-A7CC-26A76BE9499A},,,,
-83.132326047119477,40.07326953246033,5821901,1306094,5043 TUTTLE CROSSING BLVD UNIT 205,Red Robin Gourmet Burgers & Brews,Retail - Restaurant,Restaurant DB,Yes,No,,{1ECD10CC-DFE1-424D-AAD3-A7DEAF8AA3E3},,,,
-83.034353032653343,39.992093648594228,5821902,530226,1025 CONCORD AVE,Advanced Analytics Labs,Medical - Research/Laboratory,,Yes,No,,{C6C1537B-9A9A-4064-942C-A8B58C0112A1},,,,
-83.138986861694463,39.911423801160488,5821903,649102,5454 ALKIRE RD,FIMM USA,Industrial - Manufacturing,,Yes,No,,{BC84033B-4BD1-41B8-87A1-243E55473566},,,,
-83.001868097871025,39.886936120117213,5821904,986461,3719 S HIGH ST,Allstate Insurance ,Office - Corporate,,Yes,No,,{EC11089B-56A3-4F28-869B-0ECC122AF45C},,,,
-82.979480744942819,40.148906534477454,5821905,1324727,1424 GEMINI PL,DXL Destination XL,Retail - Commercial/Retail,,Yes,No,,{2639251C-07E3-472F-8E8B-7718699043E6},,,,
-83.026228164882781,39.893881869462852,5821906,490033,3400 JACKSON PIKE,Fabcon Precast,Industrial - Manufacturing,,Yes,No,,{B9B4700F-912A-4256-9908-33E6F733EF71},,,,
-82.959462904821848,39.98237506450284,5821907,663433,737 PARKWOOD AVE,The Food Fort,Retail - Restaurant,,Yes,No,,{A03AF552-764F-4CAC-AB0F-6A4130799400},,,,
-83.03932659956449,40.062704302018091,5821908,1287792,737 BETHEL RD,Tim Hortons,Retail - Restaurant,,Yes,No,,{55ACECFF-8087-4D1B-83B2-83348EF41F32},,,,
-83.134531125700306,40.07788583116858,5821909,670326,6161 PARKCENTER CIR,Hyatt Place,Retail - Hotel/Motel,,Yes,No,,{6E66D358-8059-4625-8500-EA70ECC5E4F5},,,,
-82.852487001404256,39.942884450107194,5821910,1234497,5321 E LIVINGSTON AVE,Woodcrest Elementary School,Education - Elementary,Columbus City Schools Building Directory 2016-2017.pdf,Yes,No,,{298B2263-B6EE-4438-A9D4-8B2289ADDF0E},,,,
-82.829304602017416,39.923988006438044,5821911,1241696,2800 BRICE RD,Ashley Furniture HomeStore,Retail - Commercial/Retail,,Yes,No,,{BAFAD59C-BC67-4EB0-8005-A44A89EE19BC},,,,
-83.114294126931583,39.970776786184913,5821912,1259950,4188 FISHER RD,Fab Glass and Mirror,Retail - Commercial/Retail,,Yes,No,,{607FDD3D-F42E-475C-B74A-5C0251C9924A},,,,
-83.110762953507901,39.969811585685825,5821913,689787,4140 FISHER RD,United Construction Products,Industrial - Warehouse,,Yes,No,,{404B5346-28AE-49C8-97EE-0E83D6FFC905},,,,
-83.069252615821497,39.968334724430726,5821914,690145,2535 HARRISON RD,Jart Air Express,Transportation - Other,,Yes,No,,{0108EED5-0019-4157-B650-99E593E01350},,,,
-83.081402168142802,39.946725252520778,5821915,669922,3080 WICKLOW RD,Westgate Alternative Elementary School,Education - Elementary,Columbus City Schools Building Directory 2016-2017.pdf,Yes,No,,{6B8040D6-04EB-4D93-BDDA-0873D5B72C26},,,,
-83.101863680361646,39.953930962854692,5821916,398897,3780 W BROAD ST,Amvets Post 1928,Public Places - Other,,Yes,No,,{9A8D0047-619E-4ECC-B5D4-62D64F678250},,,,
-83.004671534489546,39.985171127797258,5821917,1323549,1114 N HIGH ST,Jessie Barber Photography,Retail - Services,,Yes,No,,{484D102F-BB2F-457E-B1D5-A6AD79E6CF49},,,,
-82.994961323127313,40.099712594045776,5821918,767656,801 KINGSMILL PKWY,Sportsmen’s Alliance National Headquarters,Office - Corporate,,Yes,No,,{106DAC92-35CE-46BB-BBD8-D9E2336F1991},,,,
-82.829447786439346,39.927869320868943,5821919,527114,6320 TUSSING RD,Taco Bell,Retail - Restaurant,,Yes,No,,{B0EF1148-063C-4638-8CB0-F9AB262BDE46},,,,
-83.039550692881448,39.988858884782175,5821920,1308669,1254 W 5TH AVE,LA Tan,Retail - Services,,Yes,No,,{453DD006-6E3A-4AA9-901F-D5ED1D9AE20A},,,,
-83.007368645715289,39.997376528398156,5821921,87648,1714 N HIGH ST,Panini's Bar & Grill,Retail - Restaurant,,Yes,No,,{E820427E-FF26-44A6-A6CF-E4EBA92BEE40},,,,
-83.155858883230536,40.002809840956644,5821922,836892,2533 HILLIARD & ROME RD,Mandarin Express,Retail - Restaurant,,Yes,No,,{624A1810-748E-4AF0-A0B7-DC1AE8353C27},,,,
-82.949410294511466,40.099618130224258,5821923,546747,6190 CLEVELAND AVE,Sirens - Adult Entertainment,Retail - Restaurant,,Yes,No,6147972000,{EB02F96E-322F-44ED-94D9-B8F2E67D6996},,,,
-82.985531205265545,40.140022818800709,5821924,340889,1287 POLARIS PKWY,Party City,Retail - Commercial/Retail,,Yes,No,,{9031F9E9-A0BC-4B0B-AD57-355347BA718D},,,,
